epoch,val_loss,val_loss_classifier,val_loss_box_reg,val_loss_objectness,val_loss_rpn_box_reg
1,1.050470194870025,0.2494301045433097,1.609531667171318e-07,0.5230919300416194,0.27794799933192926
2,0.7063121547418951,0.14984860018305823,0.0049933441761391105,0.48252450107434475,0.06894570930835305
3,0.6826293244408292,0.13654450105007634,0.00506181472867343,0.47206127889659427,0.06896172976548519
4,0.6780308753150892,0.1339182125045619,0.005198804764301881,0.4692916607638018,0.06962219728242366
5,0.6702245573607747,0.1334238893463524,0.005352110109868136,0.46152689861595086,0.06992165928860324
6,0.67108878735213,0.13318870554960102,0.0050558344548109,0.46333184975002883,0.06951239759768915
7,0.6699094911467062,0.13311486404149905,0.005120632198755408,0.4620303806908634,0.06964361421558835
8,0.6664587764327872,0.1326372640532091,0.005005665523543998,0.4590664823120887,0.06974936454394541
9,0.667217390355987,0.13280870570638859,0.005118328087373311,0.45984312017029577,0.06944723639192932
10,0.6646976517708127,0.13293248818281594,0.005064741864519465,0.457611459110855,0.06908896261262237
11,0.6638000866559328,0.13286440587098444,0.005356586069053469,0.4564288827257419,0.06915021199015302
12,0.6629743609133746,0.1328682670147594,0.005290646406825042,0.45519877409716264,0.06961667339462753
13,0.6660019252325939,0.13297451786491848,0.005228758307332076,0.4582210358129729,0.0695776132473705
14,0.6645367260694253,0.13267483979190162,0.004680445261916965,0.4573983921917207,0.06978304882388596
15,0.6637659102263231,0.13333102264398827,0.005490048523121972,0.45555912628086337,0.06938571277834954
16,0.6631565586637939,0.1330619560674243,0.005371075959154429,0.4547066048744622,0.07001692176275297
17,0.6676055258699186,0.13293043903391297,0.005150216003973648,0.45987616219651806,0.06964870863551394
18,0.663467559351696,0.1330358452001296,0.005230975400553113,0.4566532146493229,0.06854752410169042
19,0.6644460622613336,0.13290908225222464,0.00520633617150394,0.45708615954862825,0.06924448428897682
20,0.6650648480645424,0.13287792734186585,0.005083710461567862,0.45771167885272873,0.06939153140837993
21,0.663119166240439,0.13305709753698164,0.005271639441064222,0.4554693157519769,0.06932111351041619
22,0.6637863256421612,0.1329210638794877,0.0052954163615811295,0.45640796368275216,0.06916188171834027
23,0.6651381828132005,0.13284388386191578,0.005132646233442875,0.45801950840775024,0.06914214431009161
24,0.665101816051559,0.13296741202747056,0.0053306422350771565,0.4575871765066724,0.06921658528233887
25,0.66419048052347,0.13283185356664,0.005064587274865954,0.4563034685379868,0.06999057114397714
26,0.6651063748652254,0.1328484054073828,0.0053590509724197955,0.4572007158480653,0.06969820263735745
27,0.6645819136340252,0.1329071745276451,0.0050941300327739586,0.4572965549219639,0.06928405415164221
28,0.66295613759287,0.1329391863231265,0.005199374278981569,0.45560675586035493,0.06921082113040697
29,0.6650026702846579,0.13284317595422815,0.005195210602705094,0.4569767358106211,0.06998754791710354
30,0.6648412306509702,0.13306846401286782,0.0052987430072427965,0.45716335357876,0.06931067005209966
31,0.6629727450280848,0.1329494745496216,0.005252637135300345,0.4556995944692454,0.06907103887391747
32,0.6626348549990723,0.13295014800691823,0.005199741622911947,0.45535966644593334,0.0691252989233087
33,0.6656344481557431,0.13294746740422117,0.005234852623894508,0.4573084966305199,0.07014363149710752
34,0.6622361398890283,0.13300958949081396,0.00531042281081056,0.4547075962801592,0.06920853130724453
35,0.6627242850077802,0.13294727854225613,0.00529229790207383,0.45487532375055717,0.06960938481289312
36,0.6634334054287213,0.13283112874134964,0.005074388718256271,0.4558838879296539,0.06964400003946156
37,0.6627326925578418,0.13282968343124477,0.005053729983749227,0.4557301382952874,0.06911914084756046
38,0.6627554726218872,0.13306492085167027,0.005367880142437286,0.45584012827741993,0.06848254335035972
39,0.6660308920532686,0.13306687232277808,0.005335003267674494,0.4584817694961478,0.06914724696666823
40,0.6644335334003799,0.13300720417718276,0.0052375629640781145,0.45750007279422306,0.068688693464896
41,0.6636665141939939,0.13282886820785497,0.005113169970789931,0.4570834385145695,0.06864103750077956
42,0.6611326903790578,0.13289185500609765,0.005142209480887517,0.4537716354798833,0.06932699041218933
43,0.6639906589290708,0.1328308713545493,0.005069705246541049,0.4573136513386298,0.06877643098935075
44,0.6645801049228942,0.13282831659147498,0.004986595224761381,0.4574133898686925,0.06935180323796535
45,0.6649692590917684,0.1328312737542555,0.005050191421322517,0.4572924244294473,0.06979536948674316
46,0.6600880805572117,0.13283109292387962,0.0050753057548091245,0.45301703958336365,0.06916464229515933
47,0.6642838123418948,0.1328312085104098,0.0051670376469861,0.4570400709405952,0.06924549524390369
48,0.6680853674961633,0.13283102313449624,0.00513277765099813,0.4606881978314951,0.06943336887917387
49,0.6642848781824472,0.13283080935751626,0.005071883374543307,0.4573505105228599,0.06903167492752775
50,0.6641395417987658,0.13283100942952916,0.005095117162937632,0.4562817844775839,0.06993163072871506
